Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,total_number_of_ports,attack_path_exposure,ROA,risk,shortest_path_variability
mtd_ai,50,0.006618420672890941,0.22727272727272727,8.44379683563283,1.0666666666666667,100,1048,0.17888888888888888,0.39588767842946776,1.7711041320490315,0.0
mtd_ai,50,0.006618420672890941,0.28846153846153844,8.813753283131893,1.0666666666666667,100,1048,0.17888888888888888,0.39588767842946776,1.7711041320490315,0.0
mtd_ai,50,0.006618420672890941,0.33088235294117646,9.014268311902484,1.0222222222222221,100,1048,0.17888888888888888,0.39588767842946776,1.7711041320490315,0.0
mtd_ai,50,0.006618420672890941,0.3614457831325301,9.116667949295355,1.0333333333333334,100,1048,0.17888888888888888,0.39588767842946776,1.7711041320490315,0.0
mtd_ai,50,0.006618420672890941,0.3787878787878788,9.332494376503691,1.0133333333333334,100,1048,0.17888888888888888,0.39588767842946776,1.7711041320490315,0.0
mtd_ai,50,0.006624087080077683,0.26785714285714285,8.112168253980338,1.0666666666666667,100,1024,0.0,0.23907957678154343,0.3648948074248784,-2.5576923076923075
mtd_ai,50,0.006624087080077683,0.3125,8.415986087168703,1.0666666666666667,100,1024,0.0,0.23907957678154343,0.3648948074248784,-2.5576923076923075
mtd_ai,50,0.006624087080077683,0.36885245901639346,8.473252313533193,1.0222222222222221,100,1024,0.0,0.23907957678154343,0.3648948074248784,-2.5576923076923075
mtd_ai,50,0.006624087080077683,0.4,8.665508782955529,1.0333333333333334,100,1024,0.0,0.23907957678154343,0.3648948074248784,-2.5576923076923075
mtd_ai,50,0.006624087080077683,0.44642857142857145,8.723893161389125,1.0133333333333334,100,1024,0.0,0.23907957678154343,0.3648948074248784,-2.5576923076923075
mtd_ai,50,0.0066254700823231575,0.3125,8.671428886054052,1.0666666666666667,100,1004,0.14333333333333334,0.3704545335391723,1.2298852627786503,0.0
mtd_ai,50,0.0066254700823231575,0.3125,9.102766373656777,1.0666666666666667,100,1004,0.14333333333333334,0.3704545335391723,1.2298852627786503,0.0
mtd_ai,50,0.0066254700823231575,0.3515625,9.298750694566026,1.0222222222222221,100,1004,0.14333333333333334,0.3704545335391723,1.2298852627786503,0.0
mtd_ai,50,0.0066254700823231575,0.37037037037037035,9.4353672202684,1.0333333333333334,100,1004,0.14333333333333334,0.3704545335391723,1.2298852627786503,0.0
mtd_ai,50,0.0066254700823231575,0.39473684210526316,9.63961354970392,1.0133333333333334,100,1004,0.14333333333333334,0.3704545335391723,1.2298852627786503,0.0
mtd_ai,50,0.006622498496093271,0.26785714285714285,8.311920363837206,1.0666666666666667,100,1011,0.1481111111111111,0.601050156000375,1.5067593814148263,0.0
mtd_ai,50,0.006622498496093271,0.3488372093023256,8.781015012543854,1.0666666666666667,100,1011,0.1481111111111111,0.601050156000375,1.5067593814148263,0.0
mtd_ai,50,0.006622498496093271,0.39473684210526316,9.070868950804995,1.0222222222222221,100,1011,0.1481111111111111,0.601050156000375,1.5067593814148263,0.0
mtd_ai,50,0.006622498496093271,0.4166666666666667,9.600074983008692,1.0333333333333334,100,1011,0.1481111111111111,0.601050156000375,1.5067593814148263,0.0
mtd_ai,50,0.006622498496093271,0.436046511627907,9.666224228943376,1.0133333333333334,100,1011,0.1481111111111111,0.601050156000375,1.5067593814148263,0.0
