Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,exposed_endpoints,attack_path_exposure,ROA,risk,shortest_path_variability
simultaneous,100,0.01000822896745116,0.16666666666666666,1022.0291704373723,0.1,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.15151515151515152,2245.4318503549894,0.2,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.16666666666666666,2933.3374902877404,0.3,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.18181818181818182,3447.4814023879408,0.4,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.1984126984126984,3784.8858985823317,0.5,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.19230769230769232,4368.614502661984,0.6,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.17676767676767677,5444.1026462612635,0.7,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.01000822896745116,0.19047619047619047,5742.717370541024,0.8,25,5,0.829095238095238,0.04212587960255604,0.14822392306650675,0.0
simultaneous,100,0.009981440499659162,0.17857142857142858,945.0638124165605,0.1,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.14705882352941177,2117.0842680483147,0.2,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.14705882352941177,3146.710111212192,0.3,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.17543859649122806,3563.419505039996,0.4,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.18115942028985507,4200.379836912812,0.5,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.18518518518518517,4596.933150169858,0.6,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.14583333333333334,6527.027304348654,0.7,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.009981440499659162,0.15151515151515152,6980.009988459074,0.8,25,5,0.8820000000000001,1.8334191152334733,2.7124562223286053,0.0
simultaneous,100,0.010027950063539957,0.17857142857142858,1024.6323308602457,0.1,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.21739130434782608,1648.2307404837136,0.2,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.21428571428571427,2498.212750048767,0.3,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.17543859649122806,3624.755318287115,0.4,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.20161290322580644,3829.572387082243,0.5,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.21739130434782608,4234.76965229433,0.6,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.21875,4751.184431716783,0.7,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010027950063539957,0.21505376344086022,5532.274190133443,0.8,25,5,0.8146666666666667,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.15625,999.3585058977521,0.1,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.15625,1925.8011193763116,0.2,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.15,3147.4439356556422,0.3,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.15625,3750.082154353203,0.4,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.176056338028169,4047.404822170148,0.5,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.19480519480519481,4274.511899705208,0.6,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.19886363636363635,4871.081627007707,0.7,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.01005712313317378,0.20202020202020202,5531.017780833887,0.8,25,5,0.8249047619047619,0.07536408076145028,0.21461355557741504,0.0
simultaneous,100,0.010003712112982803,0.15625,903.994260059754,0.1,25,5,0.7610793650793651,0.6133696507568204,1.9851274415691103,0.0
simultaneous,100,0.010003712112982803,0.2,1388.5927185194525,0.2,25,5,0.7610793650793651,0.6133696507568204,1.9851274415691103,0.0
simultaneous,100,0.010003712112982803,0.24193548387096775,1864.7001667017498,0.3,25,5,0.7610793650793651,0.6133696507568204,1.9851274415691103,0.0
simultaneous,100,0.010003712112982803,0.2,3046.4954040789803,0.4,25,5,0.7610793650793651,0.6133696507568204,1.9851274415691103,0.0
simultaneous,100,0.010003712112982803,0.17123287671232876,3991.8760228975366,0.5,25,5,0.7610793650793651,0.6133696507568204,1.9851274415691103,0.0
