Name,mtd_interval,MEF,ASR,time_to_compromise,host_compromise_ratio,network_size,total_number_of_ports,attack_path_exposure,ROA,risk,shortest_path_variability
mtd_ai,50,0.009913050513060706,0.07075471698113207,8.198677336311114,1.0666666666666667,100,1045,0.14285714285714285,0.48543627840906545,1.8277693456158857,0.0
mtd_ai,50,0.009913050513060706,0.1271186440677966,8.357106286899569,1.0666666666666667,100,1045,0.14285714285714285,0.48543627840906545,1.8277693456158857,0.0
mtd_ai,50,0.009913050513060706,0.15517241379310345,8.402854381421001,1.0222222222222221,100,1045,0.14285714285714285,0.48543627840906545,1.8277693456158857,0.0
mtd_ai,50,0.009913050513060706,0.189873417721519,8.527060918590756,1.0333333333333334,100,1045,0.14285714285714285,0.48543627840906545,1.8277693456158857,0.0
mtd_ai,50,0.009913050513060706,0.21306818181818182,8.74023323829334,1.0133333333333334,100,1045,0.14285714285714285,0.48543627840906545,1.8277693456158857,0.0
mtd_ai,50,0.009915754108631838,0.28846153846153844,8.677090489986325,1.0666666666666667,100,1040,0.2857142857142857,0.6490566497265158,2.4273932044665694,0.0
mtd_ai,50,0.009915754108631838,0.3488372093023256,9.26045492339968,1.0666666666666667,100,1040,0.2857142857142857,0.6490566497265158,2.4273932044665694,0.0
mtd_ai,50,0.009915754108631838,0.2556818181818182,8.572356227331323,1.0222222222222221,100,1040,0.2857142857142857,0.6490566497265158,2.4273932044665694,0.0
mtd_ai,50,0.009915754108631838,0.27522935779816515,8.862959104167292,1.0333333333333334,100,1040,0.2857142857142857,0.6490566497265158,2.4273932044665694,0.0
mtd_ai,50,0.009915754108631838,0.30991735537190085,8.983287617838364,1.0133333333333334,100,1040,0.2857142857142857,0.6490566497265158,2.4273932044665694,0.0
mtd_ai,50,0.009916206690378855,0.12295081967213115,8.579176462780586,1.0666666666666667,100,1044,0.12166666666666667,1.3949003827589612,3.820769831022509,0.0
mtd_ai,50,0.009916206690378855,0.16129032258064516,8.797509365308159,1.0666666666666667,100,1044,0.12166666666666667,1.3949003827589612,3.820769831022509,0.0
mtd_ai,50,0.009916206690378855,0.2102803738317757,8.99220558900917,1.0222222222222221,100,1044,0.12166666666666667,1.3949003827589612,3.820769831022509,0.0
mtd_ai,50,0.009916206690378855,0.24390243902439024,9.159738909574648,1.0333333333333334,100,1044,0.12166666666666667,1.3949003827589612,3.820769831022509,0.0
mtd_ai,50,0.009916206690378855,0.2840909090909091,9.298868838636784,1.0133333333333334,100,1044,0.12166666666666667,1.3949003827589612,3.820769831022509,0.0
mtd_ai,50,0.009913966353662393,0.07352941176470588,8.6195267303076,1.0666666666666667,100,1015,0.15384615384615385,0.4627903623128628,1.3002213924994956,0.0
mtd_ai,50,0.009913966353662393,0.125,8.88436096917489,1.0666666666666667,100,1015,0.15384615384615385,0.4627903623128628,1.3002213924994956,0.0
mtd_ai,50,0.009913966353662393,0.15734265734265734,8.928851583360123,1.0222222222222221,100,1015,0.15384615384615385,0.4627903623128628,1.3002213924994956,0.0
mtd_ai,50,0.009913966353662393,0.18867924528301888,9.111778531222278,1.0333333333333334,100,1015,0.15384615384615385,0.4627903623128628,1.3002213924994956,0.0
mtd_ai,50,0.009913966353662393,0.22189349112426035,9.253781268392833,1.0133333333333334,100,1015,0.15384615384615385,0.4627903623128628,1.3002213924994956,0.0
mtd_ai,50,0.009907358066750895,0.11363636363636363,8.040311548301055,1.0666666666666667,100,1042,0.1277777777777778,0.4781715011337192,1.721128736456123,0.0
mtd_ai,50,0.009907358066750895,0.16483516483516483,8.382369732060262,1.0666666666666667,100,1042,0.1277777777777778,0.4781715011337192,1.721128736456123,0.0
mtd_ai,50,0.009907358066750895,0.22277227722772278,8.563853431089276,1.0222222222222221,100,1042,0.1277777777777778,0.4781715011337192,1.721128736456123,0.0
mtd_ai,50,0.009907358066750895,0.2608695652173913,8.790502269323067,1.0333333333333334,100,1042,0.1277777777777778,0.4781715011337192,1.721128736456123,0.0
mtd_ai,50,0.009907358066750895,0.29069767441860467,8.998235915929842,1.0133333333333334,100,1042,0.1277777777777778,0.4781715011337192,1.721128736456123,0.0
mtd_ai,50,0.009922175469768103,0.08928571428571429,8.490697566587015,1.0666666666666667,100,990,0.11066666666666668,1.2284545551014026,3.712184854233554,0.0
mtd_ai,50,0.009922175469768103,0.14705882352941177,8.77042957699911,1.0666666666666667,100,990,0.11066666666666668,1.2284545551014026,3.712184854233554,0.0
mtd_ai,50,0.009922175469768103,0.17716535433070865,8.866729316506735,1.0222222222222221,100,990,0.11066666666666668,1.2284545551014026,3.712184854233554,0.0
mtd_ai,50,0.009922175469768103,0.2158273381294964,9.016642464677382,1.0333333333333334,100,990,0.11066666666666668,1.2284545551014026,3.712184854233554,0.0
mtd_ai,50,0.009922175469768103,0.23734177215189872,9.194794739594387,1.0133333333333334,100,990,0.11066666666666668,1.2284545551014026,3.712184854233554,0.0
mtd_ai,50,0.00991932354564704,0.0949367088607595,8.665649064080895,1.0666666666666667,100,1033,0.09777777777777777,0.0154885711703374,0.05954756425290282,0.0
mtd_ai,50,0.00991932354564704,0.1111111111111111,8.694768602353909,1.0666666666666667,100,1033,0.09777777777777777,0.0154885711703374,0.05954756425290282,0.0
mtd_ai,50,0.00991932354564704,0.15625,8.815568376021814,1.0222222222222221,100,1033,0.09777777777777777,0.0154885711703374,0.05954756425290282,0.0
mtd_ai,50,0.00991932354564704,0.19480519480519481,8.932931251616763,1.0333333333333334,100,1033,0.09777777777777777,0.0154885711703374,0.05954756425290282,0.0
